code|answers|content|note
CLE35.5||Содержат ли условия договора зависимость платежей по договору отличную от описанных в пунктах 35.3-35.5?|
CLE35.5.1||Влияние элемента на платежи по договору отражает временную стоимость денег и соответствует базовому кредитному соглашению? (в случае необходимости обращаться в БФ)|Базовое кредитное соглашение - договор, предусматривающий денежные потоки, являющиеся исключительно платежами в счет основной суммы долга и процентов на непогашенную часть основной суммы долга.
CLE36||В сделку встроен ПФИ либо она ссылается на другие договоры ПФИ?|Анализируемая сделка обладает следующими характеристиками:<br><br>а) его стоимость меняется в результате изменения определенной процентной ставки, цены финансового инструмента, цены товара, валютного курса, индекса цен или ставок, кредитного рейтинга или кредитного индекса или иной переменной (иногда называемой «базовой»), при условии, что указанная переменная – если это нефинансовая переменная – не является специфичной для какой-либо из сторон по договору;<br><br>(б) для его приобретения не требуется первоначальная чистая инвестиция или требуется сравнительно небольшая первоначальная чистая инвестиция по сравнению с другими видами договоров, которые, согласно ожиданиям, реагировали бы аналогичным образом на изменения рыночных факторов;<br><br>(в) расчеты по нему будут осуществлены на некоторую дату в будущем.
CLE37||ПФИ заключен с другим контрагентом (третьей стороной, не являющейся стороной по договору)?|
CLE38||Договор ПФИ может быть передан третьей стороне независимо от сделки?|Необходимо оценить, насколько договор ПФИ можно продать отдельно от кредитного договора. При этом под продажей понимается возможность заключения полностью зеркального договора с рыночными контрагентами, который предполагает передачу риска по договору ПФИ.
CLE39||Сделка предусматривает возможность погашения долевыми инструментами?|При наличии по условиям договора права или обязательства Заемщика передать Кредитору долевые инструменты (собственные или третьей стороны) или право Кредитора приобрести у Заемщика соответствующие долевые инструменты – например, в счет погашения обязательств по долговому инструменту.
CLE40||Передача долевых инструментов осуществляется в счет погашения основной суммы долга и начисленных процентов (конвертация долга в долевые инструменты или ПФИ на долевой инструмент)?|В рамках структурирования сделок иногда предусматривается возможность при наступлении определенных условий получения Кредитором (Банком) долевых ценных бумаг (акций, паев, долей и т.п.) заемщика или третьей стороны. Кредитной документацией может быть предусмотрены как различные условия погашения долевыми инструментами основной суммы долга / начисленных процентов, так и оплата иных платежей по договору - например, комиссий. Важным аспектом условий договора является возможность получения долевых инструментов БЕЗ реализации процедур ОБРАЩЕНИЯ ВЗЫСКАНИЯ. При наличии стандартных условий договоров залога, предусматривающих возможность Банка обратить взыскание на предмет залога в виде долевых ценных бумаг в анкете следует ответить "Нет".<br><br>Если целью получения долевых инструментов Банком является погашение долга.
CLE41||Передача долевых инструментов Банку в собственность осуществляется в дату первоначального признания долгового инструмента в качестве единовременной комиссии за выдачу кредита (&laquo;upfront fee&raquo;)?|В отдельных случаях долевыми инструментами происходит расчет за комиссию за организацию финансирования или аналогичную комиссию, т.е. комиссию, получаемую в дату или до даты предоставления средств по кредитному договору. Если указанная ситуация соответствует анализируемой кредитной документации, ответ на вопрос анкеты "да". Если комиссия за организацию финансирования или аналогичная комиссия уплачивается в течение срока жизни договора, например - 50% до даты предоставления средств, 50% - через шесть месяцев, то в таких случаях ответ на вопрос анкеты "нет".
CLE42||Конвертация обязательств в долевые инструменты осуществляется по фиксированной цене (а не по цене на дату погашения) и/или в фиксированном количестве?|Если в документации определены ценовые параметры "погашения", например, "погашение основной суммы долга / процентов осуществляется исходя из ХХХ рублей за акцию", то ответ на вопрос анкеты "Да".
CLE43||По условиям договора параметры передаваемых в счет погашения долевых инструментов варьируются таким образом, что на дату погашения их стоимость будет по существу представлять погашаемую основную сумму долга плюс начисленные на эту сумму проценты?|Подобием подобного договора является сделка РЕПО, когда сторона по договору имеет право в случае дефолта контрагента реализовать ценные бумаги, являющиеся предметом сделки. Отличием от РЕПО является то, что Кредитор (Банк) получает не право реализации ценных бумаг, а именно сами ценные бумаги в обмен на погашение (частичное погашение) кредита. При наличии описанной ситуации по рассматриваемой сделке в анкете необходимо указывать ответ "Да".
CLE44||Передаваемые долевые инструменты относятся к Уровню 2 или 3 иерархии справедливой стоимости, применяемой Банком для определения и раскрытия справедливой стоимости финансовых инструментов?|1й уровень иерархии - биржевые котировки инструмента, например, акции "ПАО Сбербанк";<br>2й уровень иерархии - оценка финансового инструмента осуществляется на основании рыночных / биржевых данных на аналогичные инструменты, например, оценка акций "ПАО Сбербанк" на основании информации о биржевых котировках ВТБ;<br>3й уровень - оценка производится на внутренних моделях Банка. <br>Чаще всего при кредитовании корпоративных клиентов встречаются ценные бумаги, оценка которых произведена независимым оценщиком.
CLE45||Передаваемые долевые инструменты определены как высоколиквидные и могут рассматриваться в качестве средства платежа (с учетом мнения БФ при необходимости)?|
CLE46|{'yes':'Да, ГИ содержит компонент, изменяющий <ins>только</ins> процентную ставку/порядок расчета процентных платежей','no_not_only':'Нет, ГИ содержит компонент изменяющий <ins>НЕ только</ins> процентную ставку/порядок расчета процентных платежей ','no_not_component':'Нет, ГИ <ins>НЕ  содержит </ins> компонент, изменяющий процентную ставку/порядок расчета процентных платежей', 'no':'Нет, компоненты, влияющие на CF отсутсвуют '}|Сделка с учетом встроенного ПФИ изменяет только процентную ставку/порядок расчета процентных платежей?|Например:<br><br>1) По кредитному договору, номинированному в долларах США, установлена плавающая процентная ставка Libor12M+Маржа. В договор встроен ПФИ, в соответствии с которым плавающая ставка заменяется на фиксированную.<br><br>2) Между Банком и Заемщиком заключен кредитный договор в долларах США. Договором предусмотрено, что при достижении ценой на нефть показателя 50 руб./баррель обязательства Заемщика пересчитываются в рубли.
CLE46.1.1||Данный компонент представлен в виде &laquo;кэп&raquo;/&laquo;флор&raquo;, которые снижают волатильность процентных платежей по ПФИ?|Например:<br><br>По кредиту, номинированному в долларах США со сроком действия 3 года, установлена ставка Libor 3M+3%. По условиям договора в отношении плавающей ставки предусмотрено максимальное значение («кэп»), равное 5,5%. Таким образом, даже если значение базовой ставки Libor3M превысит 2,5%, максимальная процентная ставка по кредиту для целей расчета процентных платежей за процентный период составит не более 5,5%.
CLE46.1.2||Данный компонент представлен в виде &laquo;кэп&raquo;/&laquo;флор&raquo;, которые снижают волатильность процентных платежей по ПФИ?|Например:<br><br>По кредиту, номинированному в долларах США со сроком действия 3 года, установлена ставка Libor 3M+3%. По условиям договора в отношении плавающей ставки предусмотрено максимальное значение («кэп»), равное 5,5%. Таким образом, даже если значение базовой ставки Libor3M превысит 2,5%, максимальная процентная ставка по кредиту для целей расчета процентных платежей за процентный период составит не более 5,5%.
CLE47.1|{'fixed':'Фиксированная','floating':'Плавающая'}|Какая процентная ставка применяется к инструменту с учетом компонента сделки с встроенным ПФИ, изменяющего процентную ставку?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i>"Плавающая" ставка задается формулой. Например:  "LIBOR 3M USD + 4%".<br><br>При этом, не является "плавающей" ставка, которая задается конкретным числовым значением, но может меняться в зависимости от (не)наступления условных событий. То есть, в случае если ставка является "переменной", то ответ "фиксированная".
CLE48.1.1||Отражает ли процентная ставка по сделке временную стоимость денег в валюте договора ?|<ins>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.<br><br>Если валюта договора отличается от валюты базового индикатора, определенных на период пролонгации, то указывается ответ "Нет". Например, по сделке в USD на период пролонгации предусмотрено начисление процентов по плавающей ставке с базовым индикатором Mosprime - в таком случае ответ "Нет".
CLE48.2.1||Содержит ли договор инверсированную плавающую процентную ставку?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Инверсированная ставка - это плавающая ставка, изменяющаяся в направлении обратном к изменениям значений базового индикатора. То есть, чем больше значение базового индикатора, тем меньше значение процентной ставки по сделке.<br><br>Пример:<br><br>В соответствии с условиями кредита, номинированного в долларах США, процентная ставка устанавливаемая условиями ПФИ, изменяющего порядок расчета процентных платежей, рассчитывается как: «10% - Libor 3M», то есть ставка на процентный период равна разнице между фиксированной маржой и значением Libor 3M. Таким образом, чем больше значение базового индикатора, тем меньше процентная ставка по сделке.
CLE48.3.1||Присутствует ли эффект рычага в отношении ставки?|<ins>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</ins><br><br>Если при расчете величины процентной ставки по сделке с плавающей процентной ставкой перед базовым индикатором присутствует коэффициент, величина которого по модулю > 1, то ответ "Да".<br><br>Например:<br><br>Если базовая ставка задается как "LIBOR 3M USD", то коэффициент = 1 - ответ "Нет";<br>Если базовая ставка задается как "4 * LIBOR 3M USD", то коэффициент = 4 - ответ "Да";<br>Если базовая ставка задается как "-3 * LIBOR 3M USD", то коэффициент = -3 - ответ "Да".
CLE48.4.1||Дата начала процентного периода соответствует дате котировки базового индикатора? |<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Например: По кредиту, номинированному в долларах США со сроком действия 5 лет, установлена плавающая ставка Libor3M+4%. Расчет процентов к начислению производится ежеквартально на начало процентного периода на основании значения базовой ставки Libor3M, установленной на начало предыдущего процентного периода.<br><br>Таким образом, для расчета процентных платежей на 01.04.2017 используется котировка Libor3M на дату 01.01.2017 - ответ "Нет".
CLE48.5.1||Индекс срока базового индикатора соответствует сроку на который определяется значение базового индикатора?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) ежеквартально (то есть каждые 3 месяца), то ответ - "Да".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) раз в полгода (то есть каждые 6 месяцев), то ответ - "Нет".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая рассчитывается как среднеарифметическое ставок Libor3M и Libor12M, то срочность базовой ставки определить невозможно и ответ также - "Нет".
CLE48.6.1||Наличие прочих условий, которые могут изменить элемент временной стоимости денег?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Например:<br>1) условие, предусматривающее периодический пересмотр процентной ставки по активу до среднего значения определённых краткосрочных и долгосрочных ставок;<br>2) условие, предусматривающее пересмотр процентной ставки на полугодовой основе до уровня, отражающего текущее значение кривой доходности по инструментам с пятилетним сроком погашения.
CLE48.7.1.1||Разница между датой начала процентного периода и котировкой базового индикатора не превышает 30 дней или используется наиболее актуальная из возможных котировок?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Разница между датой начала процентного периода и котировкой базового индикатора не превышает 30 дней или используется наиболее актуальная из возможных котировок?
CLE48.7.2.1||Отклонение в графике платежей по всем возможным сценариям за любой отчетный период и на весь срок действия договора равно или превышает 10%? (Выявляется при прохождении Benchmark-Теста)|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Если Benchmark-тест не пройден, то ставится "Да".
CLE49.1.1|{'yes':'Да, возможно изменение ставки, при этом договор НЕ УСТАНАВЛИВАЕТ &laquo;шаг&raquo; изменения и/или степень изменения ставки','no_with_condition':'Нет, предусмотрены условия, изменяющие процентную ставку И С установлением &laquo;шага&raquo;/степени изменения ставки И БЕЗ установления &laquo;шага&raquo;/степени изменения ставки ','no_not_condition':'Нет, в договоре нет условий, изменяющих ставку', 'no_with_step':'Нет, возможно изменение '}|Предусмотрено ли договором безусловное или условное право Кредитора изменять процентную ставку, при этом договор НЕ устанавливает &laquo;шаг&raquo; изменения и/или степень зависимости ставки от наступления условного события?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>1) Ответ на вопрос "Нет, возможно изменение ставки, но договор устанавливает «шаг» изменения и/или степень", в случаях если договором предусмотрены условия, изменяющие процентную ставку и при этом установлен шаг/степень изменения ставки. Например, таким условием будет являться: "В случае отсутствия страхования залога в аккредитованных страховых компаниях, процентная ставка по договору увеличивается на 2%";<br><br>2) Ответ на вопрос "Да, возможно изменение ставки, при этом договор НЕ устанавливает «шаг» изменения и/или степень изменения ставки", в случаях если договором предусмотрены условия, изменяющие процентную ставку, но при этом шаг/степень изменения ставки не установлен. Например, таким условием будет являться: "Банк оставляет за собой право в одностороннем порядке производить изменение ставки по договору в том числе, но не исключительно, при условии принятия Банком России решения об изменении ключевой ставки";<br><br>3) Ответ на вопрос "Нет, предусмотрены условия изменяющие процентную ставку И С установлением «шага»/степени изменения ставки, И БЕЗ установления «шага»/степени изменения ставки", в случаях если договором предусмотрены оба вида условий, описанных в пунктах 1 и 2;<br><br>4) Ответ на вопрос "Нет, в договоре нет условий, изменяющих ставку", в случаях если договором не предусмотрены условия, изменяющие величину процентной ставки.
CLE49.2.1.1||Соблюдаются ли следующие условия:<br>- Договором предусмотрено право досрочного погашения в случае пересмотра ставки со стороны Кредитора<br>- В договоре отсутствует условие, которое прямо или косвенно ограничивает Заемщика в возможности рефинансировать задолженность в другом банке<br>- Рынок банковских услуг, в рамках которого оперирует Заемщик, является конкурентным (т.о., обеспечивая Заемщику возможность рефинансирования и сдерживая необоснованный рост ставок)?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки со стороны Банка.
CLE49.2.2.1||Соблюдаются ли следующие условия:<br>- Договором предусмотрено право досрочного погашения в случае пересмотра ставки со стороны Кредитора<br>- В договоре отсутствует условие, которое прямо или косвенно ограничивает Заемщика в возможности рефинансировать задолженность в другом банке<br>- Рынок банковских услуг, в рамках которого оперирует Заемщик, является конкурентным (т.о., обеспечивая Заемщику возможность рефинансирования и сдерживая необоснованный рост ставок)?|<ins>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</ins><br><br>Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки со стороны Банка.
CLE50.1.1|{'yes':'Да','no':'Нет, условие отсутствует'}|Есть ли в договоре условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от изменения стоимости фондирования?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Ответ "Да" если договором предусмотрено условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от изменения стоимости фондирования.<br><br>Например, Банк выдал Заемщику кредит в рамках программы стимулирования кредитования субъектов малого и среднего предпринимательства. Процентная ставка по кредитному договору составляет 10%. В рамках программы Банк вправе получить определенный объем средств у Банка России по сниженной (льготной) процентной ставке и направлять его на цели кредитования соответствующих предприятий. Условиями договора предусмотрено, что в случае приостановки или прекращения действия программы по любой причине в течение действия кредитного договора (в том числе, если Заемщик перестал удовлетворять критериям участника программы), процентная ставка по кредитному договору увеличивается до 11%.
CLE50.2.1|{'yes':'Да','no':'Нет, условие отсутствует'}|Процентная ставка меняется в зависимости от изменения кредитных рисков, при этом рост риска ведет к повышению ставки по кредиту?|
CLE50.3.1||Есть ли в договоре условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от объема кросс-продаж?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Например: "Банк вправе увеличить размер процентной ставки на 2 (Два) процента годовых, в случае не выполнения условия поддержания среднедневных остатков по счетам Заемщика в Банке"
CLE50.3.1.1||Есть ли в договоре условие, позволяющее Заемщику досрочно погасить задолженность по своему решению?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки при невыполнении условий кросс-продаж.
CLE50.3.2.1||Элемент кросс-продаж отвечает характеристикам, приведенным в мотивированном суждении Банка об изменении процентной ставки в зависимости от кросспродаж?|
CLE50.3.3.1||Влияние элемента кросс-продаж на процентную ставку согласовано с представителями БФ и элемент признан проходящим SPPI-тест?|
CLE50.4.1||Предусмотрено ли условием договора увеличение процентной ставки в зависимости от увеличения кредитного риска по сделке?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Ответ "Да", если договором предусмотрено условие, снижающее процентную ставку на определенное количество процентных пунктов при росте кредитных рисков.<br><br>Например:<br><br>1) "Процентная ставка по договору снижается на 2 (Два) процента годовых, в случае превышения коэффициента, рассчитываемого как отношение Долгосрочных и краткосрочных обязательств к EBITDAR, свыше 7.0";<br><br>2) "В случае отсутствия страхования залогового обеспечения в аккредитованных страховых компаниях, процентная ставка по договору снижается на 2%".
CLE50.5.1||Процентная ставка меняется в зависимости от изменения рыночных котировок (котировки на фондовых, валютных, сырьевых рынках,цены на товары/услуги)?|Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.<br><br>Например:<br><br>"По кредитному договору установлена фиксированная процентная ставка 8%. Условием договора предусмотрено, что если за предыдущий процентный период средний курс EUR превысит значение 84 рубля, то процентная ставка составит 12%"
CLE50.6.1||Содержат ли условия договора зависимость процентной ставки отличную от описанных в пунктах 51.3-51.5?|
CLE50.6.1.1||Влияние элемента на процентную ставку согласовано с представителями БФ и элемент признан проходящим SPPI-тест?|Базовое кредитное соглашение - договор, предусматривающий денежные потоки, являющиеся исключительно платежами в счет основной суммы долга и процентов на непогашенную часть основной суммы долга.
CLE47.2|{'fixed':'Фиксированная','floating':'Плавающая'}|Какая процентная ставка применяется к инструменту с учетом компонента сделки с встроенным ПФИ, изменяющего процентную ставку?|<ins>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</ins><br><br>"Плавающая" ставка задается формулой. Например:  "LIBOR 3M USD + 4%".<br><br>При этом, не является "плавающей" ставка, которая задается конкретным числовым значением, но может меняться в зависимости от (не)наступления условных событий. То есть, в случае если ставка является "переменной", то ответ "фиксированная".
CLE48.1.2||Отражает ли процентная ставка по сделке временную стоимость денег в валюте договора ?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Если валюта договора отличается от валюты базового индикатора, определенных на период пролонгации, то указывается ответ "Нет". Например, по сделке в USD на период пролонгации предусмотрено начисление процентов по плавающей ставке с базовым индикатором Mosprime - в таком случае ответ "Нет".
CLE48.2.2||Содержит ли договор инверсированную плавающую процентную ставку?|
CLE48.3.2||Присутствует ли эффект рычага в отношении ставки?|<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Если при расчете величины процентной ставки по сделке с плавающей процентной ставкой перед базовым индикатором присутствует коэффициент, величина которого по модулю > 1, то ответ "Да".<br><br>Например:<br><br>Если базовая ставка задается как "LIBOR 3M USD", то коэффициент = 1 - ответ "Нет";<br>Если базовая ставка задается как "4 * LIBOR 3M USD", то коэффициент = 4 - ответ "Да";<br>Если базовая ставка задается как "-3 * LIBOR 3M USD", то коэффициент = -3 - ответ "Да".
CLE48.4.2||Дата начала процентного периода соответствует дате котировки базового индикатора? |<i>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</i><br><br>Например: По кредиту, номинированному в долларах США со сроком действия 5 лет, установлена плавающая ставка Libor3M+4%. Расчет процентов к начислению производится ежеквартально на начало процентного периода на основании значения базовой ставки Libor3M, установленной на начало предыдущего процентного периода.<br><br>Таким образом, для расчета процентных платежей на 01.04.2017 используется котировка Libor3M на дату 01.01.2017 - ответ "Нет".
CLE48.5.2||Индекс срока базового индикатора соответствует сроку на который определяется значение базового индикатора?|<ins>Данный вопрос применим к процентной ставке, устанавливаемой условиями встроенного ПФИ изменяющего процентную ставку/порядок расчета процентных платежей.</ins><br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) ежеквартально (то есть каждые 3 месяца), то ответ - "Да".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) раз в полгода (то есть каждые 6 месяцев), то ответ - "Нет".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая рассчитывается как среднеарифметическое ставок Libor3M и Libor12M, то срочность базовой ставки определить невозможно и ответ также - "Нет".
